"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover in Lacs","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"IDEA","EQ","10-Mar-2016","        106.10","        107.00","        107.05","        104.00","        104.45","        104.65","        105.07","    3580671","       3762.21","      16858","    2394856","         66.88"
"IDEA","EQ","11-Mar-2016","        104.65","        103.60","        105.95","        101.30","        102.35","        102.20","        103.31","    3564631","       3682.74","      22926","    1635446","         45.88"
"IDEA","EQ","14-Mar-2016","        102.20","        103.00","        103.45","        101.10","        101.20","        101.30","        101.85","    3130816","       3188.82","      25467","    1739832","         55.57"
"IDEA","EQ","15-Mar-2016","        101.30","        101.20","        101.50","         98.80","         99.00","         99.10","        100.09","    4384936","       4388.70","      28926","    2699000","         61.55"
"IDEA","EQ","16-Mar-2016","         99.10","         99.25","         99.55","         98.05","         98.25","         98.40","         98.61","    3697392","       3646.05","      16962","    2166989","         58.61"
"IDEA","EQ","17-Mar-2016","         98.40","         99.25","        101.50","         98.75","        101.50","        100.50","         99.95","    8949487","       8945.30","      52607","    5470959","         61.13"
"IDEA","EQ","18-Mar-2016","        100.50","        102.40","        103.50","        101.20","        102.25","        102.05","        102.15","    6464653","       6603.51","      47360","    3902822","         60.37"
"IDEA","EQ","21-Mar-2016","        102.05","        102.20","        103.00","        101.55","        102.20","        102.05","        102.18","    4141592","       4232.01","      33564","    2745847","         66.30"
"IDEA","EQ","22-Mar-2016","        102.05","        102.50","        102.95","        101.50","        102.00","        102.05","        101.95","    5035309","       5133.54","      44141","    3667015","         72.83"
"IDEA","EQ","23-Mar-2016","        102.05","        102.50","        106.50","        102.00","        104.75","        104.95","        104.81","    9142844","       9582.29","      46301","    5128454","         56.09"
"IDEA","EQ","28-Mar-2016","        104.95","        105.50","        106.35","        103.50","        105.30","        105.35","        105.26","    5280286","       5558.29","      44728","    2735716","         51.81"
"IDEA","EQ","29-Mar-2016","        105.35","        105.60","        108.40","        105.40","        107.40","        107.35","        107.27","    3830356","       4108.87","      25217","    1396572","         36.46"
"IDEA","EQ","30-Mar-2016","        107.35","        108.65","        110.45","        106.75","        109.10","        109.20","        108.86","    4376794","       4764.48","      31887","    1869203","         42.71"
"IDEA","EQ","31-Mar-2016","        109.20","        108.50","        115.10","        107.75","        112.40","        110.20","        110.10","   10301654","      11342.62","      37430","    8024377","         77.89"
"IDEA","EQ","01-Apr-2016","        110.20","        110.50","        110.80","        106.40","        107.25","        107.10","        108.01","    4306765","       4651.89","      32446","    2299390","         53.39"
"IDEA","EQ","04-Apr-2016","        107.10","        107.30","        114.30","        107.30","        113.75","        113.45","        112.01","    7192986","       8056.87","      51792","    2355358","         32.75"
"IDEA","EQ","05-Apr-2016","        113.45","        113.50","        113.50","        108.75","        109.70","        109.40","        110.70","    4505886","       4987.93","      26909","    1765534","         39.18"
"IDEA","EQ","06-Apr-2016","        109.40","        109.40","        113.50","        109.35","        111.05","        111.10","        111.70","    3286847","       3671.28","      22223","    1103624","         33.58"
"IDEA","EQ","07-Apr-2016","        111.10","        111.80","        111.80","        108.85","        108.85","        109.35","        109.81","    1656526","       1819.05","       9766","     653308","         39.44"
"IDEA","EQ","08-Apr-2016","        109.35","        109.40","        110.00","        107.25","        109.20","        109.05","        108.43","    1779658","       1929.69","      14046","     401049","         22.54"
"IDEA","EQ","11-Apr-2016","        109.05","        109.60","        115.50","        108.75","        115.45","        115.20","        113.44","    4961713","       5628.50","      26179","    1110652","         22.38"
"IDEA","EQ","12-Apr-2016","        115.20","        116.00","        116.80","        112.30","        113.35","        113.05","        114.40","    4362954","       4991.31","      25066","    1526263","         34.98"
"IDEA","EQ","13-Apr-2016","        113.05","        114.90","        116.70","        113.60","        114.75","        114.65","        115.33","    6911443","       7971.23","      36834","    3710853","         53.69"
"IDEA","EQ","18-Apr-2016","        114.65","        115.20","        122.00","        115.20","        120.50","        120.70","        120.04","    7575658","       9093.44","      49545","    3027361","         39.96"
"IDEA","EQ","20-Apr-2016","        120.70","        121.00","        121.45","        116.60","        116.80","        116.90","        117.69","    5379893","       6331.45","      29906","    2971203","         55.23"
"IDEA","EQ","21-Apr-2016","        116.90","        116.75","        118.65","        115.70","        117.30","        117.00","        117.41","    3535261","       4150.85","      19698","    1415781","         40.05"
"IDEA","EQ","22-Apr-2016","        117.00","        115.10","        118.50","        115.00","        117.05","        117.65","        117.66","    2569412","       3023.05","      12443","     841291","         32.74"
"IDEA","EQ","25-Apr-2016","        117.65","        117.45","        119.15","        117.00","        118.65","        118.15","        118.17","    2909082","       3437.74","      10389","    1373673","         47.22"
"IDEA","EQ","26-Apr-2016","        118.15","        118.10","        124.40","        118.10","        123.70","        123.75","        122.46","    6112762","       7485.57","      41454","    1942840","         31.78"
"IDEA","EQ","27-Apr-2016","        123.75","        123.50","        127.60","        123.05","        125.00","        125.00","        125.38","    5653181","       7088.14","      33736","    1811534","         32.04"
"IDEA","EQ","28-Apr-2016","        125.00","        125.05","        128.35","        125.05","        126.45","        126.50","        126.59","    8621945","      10914.87","      44781","    4361147","         50.58"
"IDEA","EQ","29-Apr-2016","        126.50","        122.50","        124.80","        115.30","        118.80","        118.55","        119.25","   14291305","      17042.77","      63178","    5027025","         35.18"
